Statistic,Year,Regional Veterinary Offices,UNIT,VALUE
Tests on Animals,2019,Monaghan,Number,406183.0
Tests on Animals,2019,Offaly,Number,294330.0
Tests on Animals,2019,Roscommon,Number,249728.0
Tests on Animals,2019,Sligo,Number,136966.0
Tests on Animals,2019,Tipperary North,Number,414657.0
Tests on Animals,2019,Tipperary South,Number,386916.0
Tests on Animals,2019,Waterford,Number,281986.0
Tests on Animals,2019,Westmeath,Number,273827.0
Tests on Animals,2019,Wexford,Number,388119.0
Tests on Animals,2019,Wicklow E,Number,127565.0
Tests on Animals,2019,Wicklow W,Number,61874.0
Tests on Animals,2020,State,Number,9086934.0
Tests on Animals,2020,Carlow,Number,123642.0
Tests on Animals,2020,Cavan,Number,355293.0
Tests on Animals,2020,Clare,Number,388196.0
Tests on Animals,2020,Cork North,Number,879841.0
Tests on Animals,2020,Cork South,Number,587228.0
Tests on Animals,2020,Donegal,Number,215669.0
Tests on Animals,2020,Dublin,Number,24987.0
Tests on Animals,2020,Galway,Number,543606.0
Tests on Animals,2020,Kerry,Number,439311.0
Tests on Animals,2020,Kildare,Number,148802.0
Tests on Animals,2020,Kilkenny,Number,409932.0
Tests on Animals,2020,Laois,Number,302252.0
Tests on Animals,2020,Leitrim,Number,89829.0
Tests on Animals,2020,Limerick,Number,508430.0
Tests on Animals,2020,Longford,Number,138324.0
Tests on Animals,2020,Louth,Number,126508.0
Tests on Animals,2020,Mayo,Number,327239.0
Tests on Animals,2020,Meath,Number,417790.0
Tests on Animals,2020,Monaghan,Number,349144.0
Tests on Animals,2020,Offaly,Number,303718.0
Tests on Animals,2020,Roscommon,Number,246903.0
Tests on Animals,2020,Sligo,Number,132464.0
Tests on Animals,2020,Tipperary North,Number,441627.0
Tests on Animals,2020,Tipperary South,Number,420521.0
Tests on Animals,2020,Waterford,Number,287221.0
Tests on Animals,2020,Westmeath,Number,304207.0
Tests on Animals,2020,Wexford,Number,366765.0
Tests on Animals,2020,Wicklow E,Number,131187.0
Tests on Animals,2020,Wicklow W,Number,76298.0
Reactors to date,2010,State,Number,20211.0
Reactors to date,2010,Carlow,Number,124.0
Reactors to date,2010,Cavan,Number,981.0
Reactors to date,2010,Clare,Number,1947.0
Reactors to date,2010,Cork North,Number,1078.0
Reactors to date,2010,Cork South,Number,1592.0
Reactors to date,2010,Donegal,Number,396.0
Reactors to date,2010,Dublin,Number,60.0
Reactors to date,2010,Galway,Number,1579.0
Reactors to date,2010,Kerry,Number,601.0
Reactors to date,2010,Kildare,Number,182.0
Reactors to date,2010,Kilkenny,Number,737.0
Reactors to date,2010,Laois,Number,404.0
Reactors to date,2010,Leitrim,Number,265.0
Reactors to date,2010,Limerick,Number,866.0
Reactors to date,2010,Longford,Number,248.0
Reactors to date,2010,Louth,Number,339.0
Reactors to date,2010,Mayo,Number,361.0
Reactors to date,2010,Meath,Number,1031.0
Reactors to date,2010,Monaghan,Number,645.0
Reactors to date,2010,Offaly,Number,676.0
Reactors to date,2010,Roscommon,Number,731.0
Reactors to date,2010,Sligo,Number,220.0
Reactors to date,2010,Tipperary North,Number,931.0
Reactors to date,2010,Tipperary South,Number,747.0
Reactors to date,2010,Waterford,Number,414.0
Reactors to date,2010,Westmeath,Number,883.0
Reactors to date,2010,Wexford,Number,1255.0
Reactors to date,2010,Wicklow E,Number,833.0
Reactors to date,2010,Wicklow W,Number,85.0
Reactors to date,2011,State,Number,18531.0
Reactors to date,2011,Carlow,Number,210.0
Reactors to date,2011,Cavan,Number,717.0
Reactors to date,2011,Clare,Number,1185.0
Reactors to date,2011,Cork North,Number,1137.0
Reactors to date,2011,Cork South,Number,1368.0
Reactors to date,2011,Donegal,Number,415.0
Reactors to date,2011,Dublin,Number,50.0
Reactors to date,2011,Galway,Number,1114.0
Reactors to date,2011,Kerry,Number,1169.0
Reactors to date,2011,Kildare,Number,260.0
Reactors to date,2011,Kilkenny,Number,917.0
Reactors to date,2011,Laois,Number,420.0
Reactors to date,2011,Leitrim,Number,244.0
Reactors to date,2011,Limerick,Number,468.0
Reactors to date,2011,Longford,Number,211.0
Reactors to date,2011,Louth,Number,264.0
Reactors to date,2011,Mayo,Number,313.0
Reactors to date,2011,Meath,Number,975.0
Reactors to date,2011,Monaghan,Number,361.0
Reactors to date,2011,Offaly,Number,508.0
Reactors to date,2011,Roscommon,Number,573.0
Reactors to date,2011,Sligo,Number,278.0
Reactors to date,2011,Tipperary North,Number,775.0
Reactors to date,2011,Tipperary South,Number,577.0
Reactors to date,2011,Waterford,Number,581.0
Reactors to date,2011,Westmeath,Number,880.0
Reactors to date,2011,Wexford,Number,1406.0
Reactors to date,2011,Wicklow E,Number,665.0
Reactors to date,2011,Wicklow W,Number,490.0
Reactors to date,2012,State,Number,18476.0
Reactors to date,2012,Carlow,Number,182.0
Reactors to date,2012,Cavan,Number,773.0
Reactors to date,2012,Clare,Number,1136.0
Reactors to date,2012,Cork North,Number,1279.0
Reactors to date,2012,Cork South,Number,1218.0
Reactors to date,2012,Donegal,Number,609.0
Reactors to date,2012,Dublin,Number,47.0
Reactors to date,2012,Galway,Number,997.0
Reactors to date,2012,Kerry,Number,1394.0
Reactors to date,2012,Kildare,Number,129.0
Reactors to date,2012,Kilkenny,Number,845.0
Reactors to date,2012,Laois,Number,475.0
Reactors to date,2012,Leitrim,Number,222.0
Reactors to date,2012,Limerick,Number,1084.0
Reactors to date,2012,Longford,Number,276.0
Reactors to date,2012,Louth,Number,115.0
Reactors to date,2012,Mayo,Number,492.0
Reactors to date,2012,Meath,Number,939.0
Reactors to date,2012,Monaghan,Number,684.0
Reactors to date,2012,Offaly,Number,455.0
Reactors to date,2012,Roscommon,Number,725.0
Reactors to date,2012,Sligo,Number,333.0
Reactors to date,2012,Tipperary North,Number,659.0
Reactors to date,2012,Tipperary South,Number,340.0
Reactors to date,2012,Waterford,Number,289.0
Reactors to date,2012,Westmeath,Number,903.0
Reactors to date,2012,Wexford,Number,926.0
Reactors to date,2012,Wicklow E,Number,724.0
Reactors to date,2012,Wicklow W,Number,226.0
Reactors to date,2013,State,Number,15612.0
Reactors to date,2013,Carlow,Number,85.0
Reactors to date,2013,Cavan,Number,891.0
Reactors to date,2013,Clare,Number,1205.0
Reactors to date,2013,Cork North,Number,996.0
Reactors to date,2013,Cork South,Number,1055.0
Reactors to date,2013,Donegal,Number,480.0
Reactors to date,2013,Dublin,Number,57.0
Reactors to date,2013,Galway,Number,879.0
Reactors to date,2013,Kerry,Number,778.0
Reactors to date,2013,Kildare,Number,150.0
Reactors to date,2013,Kilkenny,Number,595.0
Reactors to date,2013,Laois,Number,556.0
Reactors to date,2013,Leitrim,Number,191.0
Reactors to date,2013,Limerick,Number,921.0
Reactors to date,2013,Longford,Number,171.0
Reactors to date,2013,Louth,Number,118.0
Reactors to date,2013,Mayo,Number,446.0
Reactors to date,2013,Meath,Number,747.0
Reactors to date,2013,Monaghan,Number,675.0
Reactors to date,2013,Offaly,Number,545.0
Reactors to date,2013,Roscommon,Number,537.0
Reactors to date,2013,Sligo,Number,213.0
Reactors to date,2013,Tipperary North,Number,645.0
Reactors to date,2013,Tipperary South,Number,271.0
Reactors to date,2013,Waterford,Number,462.0
Reactors to date,2013,Westmeath,Number,533.0
Reactors to date,2013,Wexford,Number,709.0
Reactors to date,2013,Wicklow E,Number,577.0
Reactors to date,2013,Wicklow W,Number,124.0
Reactors to date,2014,State,Number,16145.0
Reactors to date,2014,Carlow,Number,31.0
Reactors to date,2014,Cavan,Number,658.0
Reactors to date,2014,Clare,Number,1735.0
Reactors to date,2014,Cork North,Number,1160.0
Reactors to date,2014,Cork South,Number,908.0
Reactors to date,2014,Donegal,Number,445.0
Reactors to date,2014,Dublin,Number,52.0
Reactors to date,2014,Galway,Number,1007.0
Reactors to date,2014,Kerry,Number,1177.0
Reactors to date,2014,Kildare,Number,178.0
Reactors to date,2014,Kilkenny,Number,391.0
Reactors to date,2014,Laois,Number,377.0
Reactors to date,2014,Leitrim,Number,251.0
Reactors to date,2014,Limerick,Number,557.0
Reactors to date,2014,Longford,Number,139.0
Reactors to date,2014,Louth,Number,115.0
Reactors to date,2014,Mayo,Number,266.0
Reactors to date,2014,Meath,Number,656.0
Reactors to date,2014,Monaghan,Number,372.0
Reactors to date,2014,Offaly,Number,300.0
Reactors to date,2014,Roscommon,Number,679.0
Reactors to date,2014,Sligo,Number,428.0
Reactors to date,2014,Tipperary North,Number,767.0
Reactors to date,2014,Tipperary South,Number,181.0
Reactors to date,2014,Waterford,Number,383.0
Reactors to date,2014,Westmeath,Number,726.0
Reactors to date,2014,Wexford,Number,988.0
Reactors to date,2014,Wicklow E,Number,1029.0
Reactors to date,2014,Wicklow W,Number,189.0
Reactors to date,2015,State,Number,15317.0
Reactors to date,2015,Carlow,Number,249.0
Reactors to date,2015,Cavan,Number,940.0
Reactors to date,2015,Clare,Number,1383.0
Reactors to date,2015,Cork North,Number,929.0
Reactors to date,2015,Cork South,Number,1127.0
Reactors to date,2015,Donegal,Number,242.0
Reactors to date,2015,Dublin,Number,63.0
Reactors to date,2015,Galway,Number,848.0
Reactors to date,2015,Kerry,Number,717.0
Reactors to date,2015,Kildare,Number,138.0
Reactors to date,2015,Kilkenny,Number,701.0
Reactors to date,2015,Laois,Number,386.0
Reactors to date,2015,Leitrim,Number,187.0
Reactors to date,2015,Limerick,Number,709.0
Reactors to date,2015,Longford,Number,155.0
Reactors to date,2015,Louth,Number,120.0
Reactors to date,2015,Mayo,Number,269.0
Reactors to date,2015,Meath,Number,796.0
Reactors to date,2015,Monaghan,Number,595.0
Reactors to date,2015,Offaly,Number,427.0
Reactors to date,2015,Roscommon,Number,400.0
Reactors to date,2015,Sligo,Number,291.0
Reactors to date,2015,Tipperary North,Number,533.0
Reactors to date,2015,Tipperary South,Number,405.0
Reactors to date,2015,Waterford,Number,246.0
Reactors to date,2015,Westmeath,Number,573.0
Reactors to date,2015,Wexford,Number,704.0
Reactors to date,2015,Wicklow E,Number,568.0
Reactors to date,2015,Wicklow W,Number,616.0
Reactors to date,2016,State,Number,16914.0
Reactors to date,2016,Carlow,Number,126.0
Reactors to date,2016,Cavan,Number,812.0
Reactors to date,2016,Clare,Number,1335.0
Reactors to date,2016,Cork North,Number,1534.0
Reactors to date,2016,Cork South,Number,884.0
Reactors to date,2016,Donegal,Number,249.0
Reactors to date,2016,Dublin,Number,53.0
Reactors to date,2016,Galway,Number,1078.0
Reactors to date,2016,Kerry,Number,1109.0
Reactors to date,2016,Kildare,Number,261.0
Reactors to date,2016,Kilkenny,Number,405.0
Reactors to date,2016,Laois,Number,523.0
Reactors to date,2016,Leitrim,Number,110.0
Reactors to date,2016,Limerick,Number,594.0
Reactors to date,2016,Longford,Number,120.0
Reactors to date,2016,Louth,Number,193.0
Reactors to date,2016,Mayo,Number,275.0
Reactors to date,2016,Meath,Number,1029.0
Reactors to date,2016,Monaghan,Number,1013.0
Reactors to date,2016,Offaly,Number,492.0
Reactors to date,2016,Roscommon,Number,376.0
Reactors to date,2016,Sligo,Number,218.0
Reactors to date,2016,Tipperary North,Number,968.0
Reactors to date,2016,Tipperary South,Number,489.0
Reactors to date,2016,Waterford,Number,567.0
Reactors to date,2016,Westmeath,Number,484.0
Reactors to date,2016,Wexford,Number,507.0
Reactors to date,2016,Wicklow E,Number,640.0
Reactors to date,2016,Wicklow W,Number,470.0
Reactors to date,2017,State,Number,17266.0
Reactors to date,2017,Carlow,Number,103.0
Reactors to date,2017,Cavan,Number,1408.0
Reactors to date,2017,Clare,Number,1207.0
Reactors to date,2017,Cork North,Number,1775.0
Reactors to date,2017,Cork South,Number,809.0
Reactors to date,2017,Donegal,Number,184.0
Reactors to date,2017,Dublin,Number,86.0
Reactors to date,2017,Galway,Number,975.0
Reactors to date,2017,Kerry,Number,1173.0
Reactors to date,2017,Kildare,Number,146.0
Reactors to date,2017,Kilkenny,Number,421.0
Reactors to date,2017,Laois,Number,667.0
Reactors to date,2017,Leitrim,Number,309.0
Reactors to date,2017,Limerick,Number,533.0
Reactors to date,2017,Longford,Number,73.0
Reactors to date,2017,Louth,Number,181.0
Reactors to date,2017,Mayo,Number,507.0
Reactors to date,2017,Meath,Number,654.0
Reactors to date,2017,Monaghan,Number,1089.0
Reactors to date,2017,Offaly,Number,346.0
Reactors to date,2017,Roscommon,Number,422.0
Reactors to date,2017,Sligo,Number,290.0
Reactors to date,2017,Tipperary North,Number,842.0
Reactors to date,2017,Tipperary South,Number,361.0
Reactors to date,2017,Waterford,Number,149.0
Reactors to date,2017,Westmeath,Number,919.0
Reactors to date,2017,Wexford,Number,907.0
Reactors to date,2017,Wicklow E,Number,421.0
Reactors to date,2017,Wicklow W,Number,309.0
Reactors to date,2018,State,Number,17491.0
Reactors to date,2018,Carlow,Number,105.0
Reactors to date,2018,Cavan,Number,893.0
Reactors to date,2018,Clare,Number,1265.0
Reactors to date,2018,Cork North,Number,2086.0
Reactors to date,2018,Cork South,Number,582.0
Reactors to date,2018,Donegal,Number,113.0
Reactors to date,2018,Dublin,Number,169.0
Reactors to date,2018,Galway,Number,838.0
Reactors to date,2018,Kerry,Number,1069.0
Reactors to date,2018,Kildare,Number,167.0
Reactors to date,2018,Kilkenny,Number,352.0
Reactors to date,2018,Laois,Number,505.0
Reactors to date,2018,Leitrim,Number,185.0
Reactors to date,2018,Limerick,Number,364.0
Reactors to date,2018,Longford,Number,207.0
Reactors to date,2018,Louth,Number,101.0
Reactors to date,2018,Mayo,Number,501.0
Reactors to date,2018,Meath,Number,754.0
Reactors to date,2018,Monaghan,Number,1677.0
Reactors to date,2018,Offaly,Number,360.0
Reactors to date,2018,Roscommon,Number,336.0
Reactors to date,2018,Sligo,Number,482.0
Reactors to date,2018,Tipperary North,Number,1296.0
Reactors to date,2018,Tipperary South,Number,399.0
Reactors to date,2018,Waterford,Number,343.0
Reactors to date,2018,Westmeath,Number,666.0
Reactors to date,2018,Wexford,Number,709.0
Reactors to date,2018,Wicklow E,Number,596.0
Reactors to date,2018,Wicklow W,Number,371.0
Reactors to date,2019,State,Number,17058.0
Reactors to date,2019,Carlow,Number,77.0
Reactors to date,2019,Cavan,Number,941.0
Reactors to date,2019,Clare,Number,1190.0
Reactors to date,2019,Cork North,Number,1993.0
Reactors to date,2019,Cork South,Number,898.0
Reactors to date,2019,Donegal,Number,219.0
Reactors to date,2019,Dublin,Number,137.0
Reactors to date,2019,Galway,Number,1181.0
Reactors to date,2019,Kerry,Number,832.0
Reactors to date,2019,Kildare,Number,84.0
Reactors to date,2019,Kilkenny,Number,507.0
Reactors to date,2019,Laois,Number,446.0
Reactors to date,2019,Leitrim,Number,258.0
Reactors to date,2019,Limerick,Number,357.0
Reactors to date,2019,Longford,Number,116.0
Reactors to date,2019,Louth,Number,194.0
Reactors to date,2019,Mayo,Number,379.0
Reactors to date,2019,Meath,Number,555.0
Reactors to date,2019,Monaghan,Number,1336.0
Reactors to date,2019,Offaly,Number,598.0
Reactors to date,2019,Roscommon,Number,464.0
Reactors to date,2019,Sligo,Number,232.0
Reactors to date,2019,Tipperary North,Number,851.0
Reactors to date,2019,Tipperary South,Number,377.0
Reactors to date,2019,Waterford,Number,148.0
Reactors to date,2019,Westmeath,Number,626.0
Reactors to date,2019,Wexford,Number,743.0
Reactors to date,2019,Wicklow E,Number,939.0
Reactors to date,2019,Wicklow W,Number,380.0
Reactors to date,2020,State,Number,22614.0
Reactors to date,2020,Carlow,Number,145.0
Reactors to date,2020,Cavan,Number,1174.0
Reactors to date,2020,Clare,Number,1569.0
Reactors to date,2020,Cork North,Number,2999.0
Reactors to date,2020,Cork South,Number,952.0
Reactors to date,2020,Donegal,Number,263.0
Reactors to date,2020,Dublin,Number,158.0
Reactors to date,2020,Galway,Number,1190.0
Reactors to date,2020,Kerry,Number,1201.0
Reactors to date,2020,Kildare,Number,177.0
Reactors to date,2020,Kilkenny,Number,368.0
Reactors to date,2020,Laois,Number,800.0
Reactors to date,2020,Leitrim,Number,164.0
Reactors to date,2020,Limerick,Number,748.0
Reactors to date,2020,Longford,Number,281.0
Reactors to date,2020,Louth,Number,286.0
Reactors to date,2020,Mayo,Number,717.0
Reactors to date,2020,Meath,Number,1001.0
Reactors to date,2020,Monaghan,Number,1154.0
Reactors to date,2020,Offaly,Number,738.0
Reactors to date,2020,Roscommon,Number,354.0
Reactors to date,2020,Sligo,Number,404.0
Reactors to date,2020,Tipperary North,Number,1370.0
Reactors to date,2020,Tipperary South,Number,1088.0
Reactors to date,2020,Waterford,Number,196.0
Reactors to date,2020,Westmeath,Number,1192.0
Reactors to date,2020,Wexford,Number,701.0
Reactors to date,2020,Wicklow E,Number,648.0
Reactors to date,2020,Wicklow W,Number,576.0
Reactors per 1000 Tests A.P.T.,2010,State,Number,2.41
Reactors per 1000 Tests A.P.T.,2010,Carlow,Number,1.14
Reactors per 1000 Tests A.P.T.,2010,Cavan,Number,3.13
Reactors per 1000 Tests A.P.T.,2010,Clare,Number,5.05
Reactors per 1000 Tests A.P.T.,2010,Cork North,Number,1.62
Reactors per 1000 Tests A.P.T.,2010,Cork South,Number,2.72
Reactors per 1000 Tests A.P.T.,2010,Donegal,Number,1.71
Reactors per 1000 Tests A.P.T.,2010,Dublin,Number,1.99
Reactors per 1000 Tests A.P.T.,2010,Galway,Number,3.15
Reactors per 1000 Tests A.P.T.,2010,Kerry,Number,1.49
Reactors per 1000 Tests A.P.T.,2010,Kildare,Number,1.31
Reactors per 1000 Tests A.P.T.,2010,Kilkenny,Number,1.95
Reactors per 1000 Tests A.P.T.,2010,Laois,Number,1.47
Reactors per 1000 Tests A.P.T.,2010,Leitrim,Number,2.53
Reactors per 1000 Tests A.P.T.,2010,Limerick,Number,1.86
Reactors per 1000 Tests A.P.T.,2010,Longford,Number,1.68
Reactors per 1000 Tests A.P.T.,2010,Louth,Number,3.22
Reactors per 1000 Tests A.P.T.,2010,Mayo,Number,1.08
Reactors per 1000 Tests A.P.T.,2010,Meath,Number,2.47
Reactors per 1000 Tests A.P.T.,2010,Monaghan,Number,2.6
Reactors per 1000 Tests A.P.T.,2010,Offaly,Number,2.49
Reactors per 1000 Tests A.P.T.,2010,Roscommon,Number,2.51
Reactors per 1000 Tests A.P.T.,2010,Sligo,Number,1.46
Reactors per 1000 Tests A.P.T.,2010,Tipperary North,Number,2.45
Reactors per 1000 Tests A.P.T.,2010,Tipperary South,Number,1.97
Reactors per 1000 Tests A.P.T.,2010,Waterford,Number,1.41
Reactors per 1000 Tests A.P.T.,2010,Westmeath,Number,3.12
Reactors per 1000 Tests A.P.T.,2010,Wexford,Number,3.75
Reactors per 1000 Tests A.P.T.,2010,Wicklow E,Number,7.28
Reactors per 1000 Tests A.P.T.,2010,Wicklow W,Number,1.59
Reactors per 1000 Tests A.P.T.,2011,State,Number,2.22
Reactors per 1000 Tests A.P.T.,2011,Carlow,Number,1.9
Reactors per 1000 Tests A.P.T.,2011,Cavan,Number,2.39
Reactors per 1000 Tests A.P.T.,2011,Clare,Number,3.26
Reactors per 1000 Tests A.P.T.,2011,Cork North,Number,1.68
Reactors per 1000 Tests A.P.T.,2011,Cork South,Number,2.3
Reactors per 1000 Tests A.P.T.,2011,Donegal,Number,1.78
Reactors per 1000 Tests A.P.T.,2011,Dublin,Number,1.72
Reactors per 1000 Tests A.P.T.,2011,Galway,Number,2.25
Reactors per 1000 Tests A.P.T.,2011,Kerry,Number,2.84
Reactors per 1000 Tests A.P.T.,2011,Kildare,Number,1.86
Reactors per 1000 Tests A.P.T.,2011,Kilkenny,Number,2.3
Reactors per 1000 Tests A.P.T.,2011,Laois,Number,1.53
Reactors per 1000 Tests A.P.T.,2011,Leitrim,Number,2.45
Reactors per 1000 Tests A.P.T.,2011,Limerick,Number,1.0
Reactors per 1000 Tests A.P.T.,2011,Longford,Number,1.51
Reactors per 1000 Tests A.P.T.,2011,Louth,Number,2.43
Reactors per 1000 Tests A.P.T.,2011,Mayo,Number,0.97
Reactors per 1000 Tests A.P.T.,2011,Meath,Number,2.35
Reactors per 1000 Tests A.P.T.,2011,Monaghan,Number,1.46
Reactors per 1000 Tests A.P.T.,2011,Offaly,Number,2.02
Reactors per 1000 Tests A.P.T.,2011,Roscommon,Number,2.11
Reactors per 1000 Tests A.P.T.,2011,Sligo,Number,2.03
Reactors per 1000 Tests A.P.T.,2011,Tipperary North,Number,2.08
Reactors per 1000 Tests A.P.T.,2011,Tipperary South,Number,1.55
Reactors per 1000 Tests A.P.T.,2011,Waterford,Number,2.03
Reactors per 1000 Tests A.P.T.,2011,Westmeath,Number,3.2
Reactors per 1000 Tests A.P.T.,2011,Wexford,Number,3.79
Reactors per 1000 Tests A.P.T.,2011,Wicklow E,Number,5.63
Reactors per 1000 Tests A.P.T.,2011,Wicklow W,Number,9.02
Reactors per 1000 Tests A.P.T.,2012,State,Number,2.16
Reactors per 1000 Tests A.P.T.,2012,Carlow,Number,1.54
Reactors per 1000 Tests A.P.T.,2012,Cavan,Number,2.52
Reactors per 1000 Tests A.P.T.,2012,Clare,Number,3.02
Reactors per 1000 Tests A.P.T.,2012,Cork North,Number,1.87
Reactors per 1000 Tests A.P.T.,2012,Cork South,Number,2.03
Reactors per 1000 Tests A.P.T.,2012,Donegal,Number,2.57
Reactors per 1000 Tests A.P.T.,2012,Dublin,Number,1.62
Reactors per 1000 Tests A.P.T.,2012,Galway,Number,2.03
Reactors per 1000 Tests A.P.T.,2012,Kerry,Number,3.34
Reactors per 1000 Tests A.P.T.,2012,Kildare,Number,0.91
Reactors per 1000 Tests A.P.T.,2012,Kilkenny,Number,2.01
Reactors per 1000 Tests A.P.T.,2012,Laois,Number,1.73
Reactors per 1000 Tests A.P.T.,2012,Leitrim,Number,2.35
Reactors per 1000 Tests A.P.T.,2012,Limerick,Number,2.17
Reactors per 1000 Tests A.P.T.,2012,Longford,Number,1.96
Reactors per 1000 Tests A.P.T.,2012,Louth,Number,1.06
Reactors per 1000 Tests A.P.T.,2012,Mayo,Number,1.46
Reactors per 1000 Tests A.P.T.,2012,Meath,Number,2.19
Reactors per 1000 Tests A.P.T.,2012,Monaghan,Number,2.62
Reactors per 1000 Tests A.P.T.,2012,Offaly,Number,1.79
Reactors per 1000 Tests A.P.T.,2012,Roscommon,Number,2.61
Reactors per 1000 Tests A.P.T.,2012,Sligo,Number,2.45
Reactors per 1000 Tests A.P.T.,2012,Tipperary North,Number,1.69
Reactors per 1000 Tests A.P.T.,2012,Tipperary South,Number,0.92
Reactors per 1000 Tests A.P.T.,2012,Waterford,Number,0.98
Reactors per 1000 Tests A.P.T.,2012,Westmeath,Number,3.25
Reactors per 1000 Tests A.P.T.,2012,Wexford,Number,2.43
Reactors per 1000 Tests A.P.T.,2012,Wicklow E,Number,6.04
Reactors per 1000 Tests A.P.T.,2012,Wicklow W,Number,3.49
Reactors per 1000 Tests A.P.T.,2013,State,Number,1.84
Reactors per 1000 Tests A.P.T.,2013,Carlow,Number,0.71
Reactors per 1000 Tests A.P.T.,2013,Cavan,Number,2.93
Reactors per 1000 Tests A.P.T.,2013,Clare,Number,3.15
Reactors per 1000 Tests A.P.T.,2013,Cork North,Number,1.43
Reactors per 1000 Tests A.P.T.,2013,Cork South,Number,1.79
Reactors per 1000 Tests A.P.T.,2013,Donegal,Number,1.91
Reactors per 1000 Tests A.P.T.,2013,Dublin,Number,1.82
Reactors per 1000 Tests A.P.T.,2013,Galway,Number,1.79
Reactors per 1000 Tests A.P.T.,2013,Kerry,Number,1.82
Reactors per 1000 Tests A.P.T.,2013,Kildare,Number,1.03
Reactors per 1000 Tests A.P.T.,2013,Kilkenny,Number,1.4
Reactors per 1000 Tests A.P.T.,2013,Laois,Number,2.02
Reactors per 1000 Tests A.P.T.,2013,Leitrim,Number,2.03
Reactors per 1000 Tests A.P.T.,2013,Limerick,Number,1.87
Reactors per 1000 Tests A.P.T.,2013,Longford,Number,1.22
Reactors per 1000 Tests A.P.T.,2013,Louth,Number,1.07
Reactors per 1000 Tests A.P.T.,2013,Mayo,Number,1.37
Reactors per 1000 Tests A.P.T.,2013,Meath,Number,1.87
Reactors per 1000 Tests A.P.T.,2013,Monaghan,Number,2.58
Reactors per 1000 Tests A.P.T.,2013,Offaly,Number,2.1
Reactors per 1000 Tests A.P.T.,2013,Roscommon,Number,2.05
Reactors per 1000 Tests A.P.T.,2013,Sligo,Number,1.51
Reactors per 1000 Tests A.P.T.,2013,Tipperary North,Number,1.71
Reactors per 1000 Tests A.P.T.,2013,Tipperary South,Number,0.75
Reactors per 1000 Tests A.P.T.,2013,Waterford,Number,1.6
Reactors per 1000 Tests A.P.T.,2013,Westmeath,Number,1.96
Reactors per 1000 Tests A.P.T.,2013,Wexford,Number,1.91
Reactors per 1000 Tests A.P.T.,2013,Wicklow E,Number,5.03
Reactors per 1000 Tests A.P.T.,2013,Wicklow W,Number,2.14
Reactors per 1000 Tests A.P.T.,2014,State,Number,1.91
Reactors per 1000 Tests A.P.T.,2014,Carlow,Number,0.29
Reactors per 1000 Tests A.P.T.,2014,Cavan,Number,2.22
Reactors per 1000 Tests A.P.T.,2014,Clare,Number,4.55
Reactors per 1000 Tests A.P.T.,2014,Cork North,Number,1.64
Reactors per 1000 Tests A.P.T.,2014,Cork South,Number,1.58
Reactors per 1000 Tests A.P.T.,2014,Donegal,Number,2.02
Reactors per 1000 Tests A.P.T.,2014,Dublin,Number,1.53
Reactors per 1000 Tests A.P.T.,2014,Galway,Number,2.06
Reactors per 1000 Tests A.P.T.,2014,Kerry,Number,2.73
Reactors per 1000 Tests A.P.T.,2014,Kildare,Number,1.2
Reactors per 1000 Tests A.P.T.,2014,Kilkenny,Number,0.93
Reactors per 1000 Tests A.P.T.,2014,Laois,Number,1.38
Reactors per 1000 Tests A.P.T.,2014,Leitrim,Number,2.69
Reactors per 1000 Tests A.P.T.,2014,Limerick,Number,1.11
Reactors per 1000 Tests A.P.T.,2014,Longford,Number,1.08
Reactors per 1000 Tests A.P.T.,2014,Louth,Number,1.03
Reactors per 1000 Tests A.P.T.,2014,Mayo,Number,0.83
Reactors per 1000 Tests A.P.T.,2014,Meath,Number,1.62
Reactors per 1000 Tests A.P.T.,2014,Monaghan,Number,1.45
Reactors per 1000 Tests A.P.T.,2014,Offaly,Number,1.12
Reactors per 1000 Tests A.P.T.,2014,Roscommon,Number,2.58
Reactors per 1000 Tests A.P.T.,2014,Sligo,Number,3.15
Reactors per 1000 Tests A.P.T.,2014,Tipperary North,Number,1.97
Reactors per 1000 Tests A.P.T.,2014,Tipperary South,Number,0.5
Reactors per 1000 Tests A.P.T.,2014,Waterford,Number,1.28
Reactors per 1000 Tests A.P.T.,2014,Westmeath,Number,2.72
Reactors per 1000 Tests A.P.T.,2014,Wexford,Number,2.57
Reactors per 1000 Tests A.P.T.,2014,Wicklow E,Number,8.85
Reactors per 1000 Tests A.P.T.,2014,Wicklow W,Number,3.22
Reactors per 1000 Tests A.P.T.,2015,State,Number,1.82
Reactors per 1000 Tests A.P.T.,2015,Carlow,Number,2.18
Reactors per 1000 Tests A.P.T.,2015,Cavan,Number,3.16
Reactors per 1000 Tests A.P.T.,2015,Clare,Number,3.61
Reactors per 1000 Tests A.P.T.,2015,Cork North,Number,1.34
Reactors per 1000 Tests A.P.T.,2015,Cork South,Number,1.98
Reactors per 1000 Tests A.P.T.,2015,Donegal,Number,1.11
Reactors per 1000 Tests A.P.T.,2015,Dublin,Number,2.14
Reactors per 1000 Tests A.P.T.,2015,Galway,Number,1.69
Reactors per 1000 Tests A.P.T.,2015,Kerry,Number,1.65
Reactors per 1000 Tests A.P.T.,2015,Kildare,Number,0.94
Reactors per 1000 Tests A.P.T.,2015,Kilkenny,Number,1.67
Reactors per 1000 Tests A.P.T.,2015,Laois,Number,1.35
