Statistic,Month,Meteorological Weather Station,UNIT,VALUE
Most Rainfall in a Day,1979M08,Roches Point,Millimetres,19.2
Most Rainfall in a Day,1979M08,Rosslare,Millimetres,17.7
Most Rainfall in a Day,1979M08,Shannon airport,Millimetres,19.6
Most Rainfall in a Day,1979M09,Belmullet,Millimetres,10.8
Most Rainfall in a Day,1979M09,Birr,Millimetres,12.2
Most Rainfall in a Day,1979M09,Valentia Observatory,Millimetres,29.0
Most Rainfall in a Day,1979M09,Casement,Millimetres,9.0
Most Rainfall in a Day,1979M09,Claremorris,Millimetres,10.2
Most Rainfall in a Day,1979M09,Clones,Millimetres,27.6
Most Rainfall in a Day,1979M09,Cork airport,Millimetres,14.0
Most Rainfall in a Day,1979M09,Dublin airport,Millimetres,13.4
Most Rainfall in a Day,1979M09,Galway,Millimetres,11.0
Most Rainfall in a Day,1979M09,Kilkenny,Millimetres,22.4
Most Rainfall in a Day,1979M09,Malin head,Millimetres,13.3
Most Rainfall in a Day,1979M09,Mullingar,Millimetres,22.1
Most Rainfall in a Day,1979M09,Roches Point,Millimetres,10.6
Most Rainfall in a Day,1979M09,Rosslare,Millimetres,38.4
Most Rainfall in a Day,1979M09,Shannon airport,Millimetres,20.6
Most Rainfall in a Day,1979M10,Belmullet,Millimetres,39.1
Most Rainfall in a Day,1979M10,Birr,Millimetres,17.4
Most Rainfall in a Day,1979M10,Valentia Observatory,Millimetres,31.4
Most Rainfall in a Day,1979M10,Casement,Millimetres,22.6
Most Rainfall in a Day,1979M10,Claremorris,Millimetres,22.4
Most Rainfall in a Day,1979M10,Clones,Millimetres,10.4
Most Rainfall in a Day,1979M10,Cork airport,Millimetres,43.7
Most Rainfall in a Day,1979M10,Dublin airport,Millimetres,25.4
Most Rainfall in a Day,1979M10,Galway,Millimetres,20.0
Most Rainfall in a Day,1979M10,Kilkenny,Millimetres,22.7
Most Rainfall in a Day,1979M10,Malin head,Millimetres,16.3
Most Rainfall in a Day,1979M10,Mullingar,Millimetres,19.5
Most Rainfall in a Day,1979M10,Roches Point,Millimetres,26.8
Most Rainfall in a Day,1979M10,Rosslare,Millimetres,28.8
Most Rainfall in a Day,1979M10,Shannon airport,Millimetres,20.7
Most Rainfall in a Day,1979M11,Belmullet,Millimetres,38.8
Most Rainfall in a Day,1979M11,Birr,Millimetres,12.7
Most Rainfall in a Day,1979M11,Valentia Observatory,Millimetres,34.2
Most Rainfall in a Day,1979M11,Casement,Millimetres,12.1
Most Rainfall in a Day,1979M11,Claremorris,Millimetres,35.3
Most Rainfall in a Day,1979M11,Clones,Millimetres,21.1
Most Rainfall in a Day,1979M11,Cork airport,Millimetres,20.6
Most Rainfall in a Day,1979M11,Dublin airport,Millimetres,9.9
Most Rainfall in a Day,1979M11,Galway,Millimetres,21.2
Most Rainfall in a Day,1979M11,Kilkenny,Millimetres,10.5
Most Rainfall in a Day,1979M11,Malin head,Millimetres,23.2
Most Rainfall in a Day,1979M11,Mullingar,Millimetres,19.4
Most Rainfall in a Day,1979M11,Roches Point,Millimetres,17.7
Most Rainfall in a Day,1979M11,Rosslare,Millimetres,12.1
Most Rainfall in a Day,1979M11,Shannon airport,Millimetres,24.3
Most Rainfall in a Day,1979M12,Belmullet,Millimetres,17.3
Most Rainfall in a Day,1979M12,Birr,Millimetres,22.4
Most Rainfall in a Day,1979M12,Valentia Observatory,Millimetres,25.6
Most Rainfall in a Day,1979M12,Casement,Millimetres,21.7
Most Rainfall in a Day,1979M12,Claremorris,Millimetres,19.7
Most Rainfall in a Day,1979M12,Clones,Millimetres,15.9
Most Rainfall in a Day,1979M12,Cork airport,Millimetres,34.7
Most Rainfall in a Day,1979M12,Dublin airport,Millimetres,20.8
Most Rainfall in a Day,1979M12,Galway,Millimetres,22.2
Most Rainfall in a Day,1979M12,Kilkenny,Millimetres,29.7
Most Rainfall in a Day,1979M12,Malin head,Millimetres,16.2
Most Rainfall in a Day,1979M12,Mullingar,Millimetres,18.9
Most Rainfall in a Day,1979M12,Roches Point,Millimetres,26.1
Most Rainfall in a Day,1979M12,Rosslare,Millimetres,16.7
Most Rainfall in a Day,1979M12,Shannon airport,Millimetres,22.6
Most Rainfall in a Day,1980M01,Belmullet,Millimetres,14.2
Most Rainfall in a Day,1980M01,Birr,Millimetres,11.9
Most Rainfall in a Day,1980M01,Valentia Observatory,Millimetres,17.8
Most Rainfall in a Day,1980M01,Casement,Millimetres,30.6
Most Rainfall in a Day,1980M01,Claremorris,Millimetres,21.3
Most Rainfall in a Day,1980M01,Clones,Millimetres,13.5
Most Rainfall in a Day,1980M01,Cork airport,Millimetres,21.1
Most Rainfall in a Day,1980M01,Dublin airport,Millimetres,30.3
Most Rainfall in a Day,1980M01,Galway,Millimetres,12.5
Most Rainfall in a Day,1980M01,Kilkenny,Millimetres,20.7
Most Rainfall in a Day,1980M01,Malin head,Millimetres,14.1
Most Rainfall in a Day,1980M01,Mullingar,Millimetres,14.6
Most Rainfall in a Day,1980M01,Roches Point,Millimetres,30.6
Most Rainfall in a Day,1980M01,Rosslare,Millimetres,35.0
Most Rainfall in a Day,1980M01,Shannon airport,Millimetres,10.2
Most Rainfall in a Day,1980M02,Belmullet,Millimetres,12.1
Most Rainfall in a Day,1980M02,Birr,Millimetres,10.3
Most Rainfall in a Day,1980M02,Valentia Observatory,Millimetres,38.0
Most Rainfall in a Day,1980M02,Casement,Millimetres,9.3
Most Rainfall in a Day,1980M02,Claremorris,Millimetres,22.2
Most Rainfall in a Day,1980M02,Clones,Millimetres,16.3
Most Rainfall in a Day,1980M02,Cork airport,Millimetres,25.6
Most Rainfall in a Day,1980M02,Dublin airport,Millimetres,12.8
Most Rainfall in a Day,1980M02,Galway,Millimetres,22.3
Most Rainfall in a Day,1980M02,Kilkenny,Millimetres,11.1
Most Rainfall in a Day,1980M02,Malin head,Millimetres,17.9
Most Rainfall in a Day,1980M02,Mullingar,Millimetres,15.2
Most Rainfall in a Day,1980M02,Roches Point,Millimetres,23.3
Most Rainfall in a Day,1980M02,Rosslare,Millimetres,21.6
Most Rainfall in a Day,1980M02,Shannon airport,Millimetres,11.5
Most Rainfall in a Day,1980M03,Belmullet,Millimetres,10.1
Most Rainfall in a Day,1980M03,Birr,Millimetres,17.0
Most Rainfall in a Day,1980M03,Valentia Observatory,Millimetres,23.1
Most Rainfall in a Day,1980M03,Casement,Millimetres,20.4
Most Rainfall in a Day,1980M03,Claremorris,Millimetres,13.8
Most Rainfall in a Day,1980M03,Clones,Millimetres,12.6
Most Rainfall in a Day,1980M03,Cork airport,Millimetres,22.3
Most Rainfall in a Day,1980M03,Dublin airport,Millimetres,20.3
Most Rainfall in a Day,1980M03,Galway,Millimetres,16.0
Most Rainfall in a Day,1980M03,Kilkenny,Millimetres,10.0
Most Rainfall in a Day,1980M03,Malin head,Millimetres,16.1
Most Rainfall in a Day,1980M03,Mullingar,Millimetres,24.2
Most Rainfall in a Day,1980M03,Roches Point,Millimetres,12.3
Most Rainfall in a Day,1980M03,Rosslare,Millimetres,14.2
Most Rainfall in a Day,1980M03,Shannon airport,Millimetres,13.5
Most Rainfall in a Day,1980M04,Belmullet,Millimetres,5.5
Most Rainfall in a Day,1980M04,Birr,Millimetres,13.7
Most Rainfall in a Day,1980M04,Valentia Observatory,Millimetres,8.7
Most Rainfall in a Day,1980M04,Casement,Millimetres,7.5
Most Rainfall in a Day,1980M04,Claremorris,Millimetres,6.1
Most Rainfall in a Day,1980M04,Clones,Millimetres,5.3
Most Rainfall in a Day,1980M04,Cork airport,Millimetres,13.6
Most Rainfall in a Day,1980M04,Dublin airport,Millimetres,6.6
Most Rainfall in a Day,1980M04,Galway,Millimetres,7.4
Most Rainfall in a Day,1980M04,Kilkenny,Millimetres,13.5
Most Rainfall in a Day,1980M04,Malin head,Millimetres,5.1
Most Rainfall in a Day,1980M04,Mullingar,Millimetres,12.3
Most Rainfall in a Day,1980M04,Roches Point,Millimetres,13.9
Most Rainfall in a Day,1980M04,Rosslare,Millimetres,9.9
Most Rainfall in a Day,1980M04,Shannon airport,Millimetres,8.2
Most Rainfall in a Day,1980M05,Belmullet,Millimetres,6.4
Most Rainfall in a Day,1980M05,Birr,Millimetres,7.5
Most Rainfall in a Day,1980M05,Valentia Observatory,Millimetres,12.4
Most Rainfall in a Day,1980M05,Casement,Millimetres,6.4
Most Rainfall in a Day,1980M05,Claremorris,Millimetres,9.6
Most Rainfall in a Day,1980M05,Clones,Millimetres,8.9
Most Rainfall in a Day,1980M05,Cork airport,Millimetres,11.2
Most Rainfall in a Day,1980M05,Dublin airport,Millimetres,12.1
Most Rainfall in a Day,1980M05,Galway,Millimetres,6.6
Most Rainfall in a Day,1980M05,Kilkenny,Millimetres,9.0
Most Rainfall in a Day,1980M05,Malin head,Millimetres,7.2
Most Rainfall in a Day,1980M05,Mullingar,Millimetres,8.4
Most Rainfall in a Day,1980M05,Roches Point,Millimetres,9.9
Most Rainfall in a Day,1980M05,Rosslare,Millimetres,8.1
Most Rainfall in a Day,1980M05,Shannon airport,Millimetres,7.0
Most Rainfall in a Day,1980M06,Belmullet,Millimetres,10.9
Most Rainfall in a Day,1980M06,Birr,Millimetres,5.4
Most Rainfall in a Day,1980M06,Valentia Observatory,Millimetres,30.7
Most Rainfall in a Day,1980M06,Casement,Millimetres,11.7
Most Rainfall in a Day,1980M06,Claremorris,Millimetres,13.4
Most Rainfall in a Day,1980M06,Clones,Millimetres,10.0
Most Rainfall in a Day,1980M06,Cork airport,Millimetres,11.8
Most Rainfall in a Day,1980M06,Dublin airport,Millimetres,13.5
Most Rainfall in a Day,1980M06,Galway,Millimetres,25.3
Most Rainfall in a Day,1980M06,Kilkenny,Millimetres,4.8
Most Rainfall in a Day,1980M06,Malin head,Millimetres,14.6
Most Rainfall in a Day,1980M06,Mullingar,Millimetres,13.2
Most Rainfall in a Day,1980M06,Roches Point,Millimetres,11.2
Most Rainfall in a Day,1980M06,Rosslare,Millimetres,10.9
Most Rainfall in a Day,1980M06,Shannon airport,Millimetres,13.2
Most Rainfall in a Day,1980M07,Belmullet,Millimetres,27.5
Most Rainfall in a Day,1980M07,Birr,Millimetres,26.5
Most Rainfall in a Day,1980M07,Valentia Observatory,Millimetres,31.1
Most Rainfall in a Day,1980M07,Casement,Millimetres,16.3
Most Rainfall in a Day,1980M07,Claremorris,Millimetres,28.7
Most Rainfall in a Day,1980M07,Clones,Millimetres,12.7
Most Rainfall in a Day,1980M07,Cork airport,Millimetres,24.7
Most Rainfall in a Day,1980M07,Dublin airport,Millimetres,10.3
Most Rainfall in a Day,1980M07,Galway,Millimetres,23.5
Most Rainfall in a Day,1980M07,Kilkenny,Millimetres,19.5
Most Rainfall in a Day,1980M07,Malin head,Millimetres,16.1
Most Rainfall in a Day,1980M07,Mullingar,Millimetres,10.9
Most Rainfall in a Day,1980M07,Roches Point,Millimetres,18.0
Most Rainfall in a Day,1980M07,Rosslare,Millimetres,23.0
Most Rainfall in a Day,1980M07,Shannon airport,Millimetres,18.1
Most Rainfall in a Day,1980M08,Belmullet,Millimetres,6.0
Most Rainfall in a Day,1980M08,Birr,Millimetres,13.4
Most Rainfall in a Day,1980M08,Valentia Observatory,Millimetres,32.4
Most Rainfall in a Day,1980M08,Casement,Millimetres,42.8
Most Rainfall in a Day,1980M08,Claremorris,Millimetres,14.1
Most Rainfall in a Day,1980M08,Clones,Millimetres,12.2
Most Rainfall in a Day,1980M08,Cork airport,Millimetres,27.9
Most Rainfall in a Day,1980M08,Dublin airport,Millimetres,29.4
Most Rainfall in a Day,1980M08,Galway,Millimetres,28.0
Most Rainfall in a Day,1980M08,Kilkenny,Millimetres,29.2
Most Rainfall in a Day,1980M08,Malin head,Millimetres,15.6
Most Rainfall in a Day,1980M08,Mullingar,Millimetres,19.6
Most Rainfall in a Day,1980M08,Roches Point,Millimetres,15.5
Most Rainfall in a Day,1980M08,Rosslare,Millimetres,13.2
Most Rainfall in a Day,1980M08,Shannon airport,Millimetres,22.1
Most Rainfall in a Day,1980M09,Belmullet,Millimetres,20.6
Most Rainfall in a Day,1980M09,Birr,Millimetres,18.8
Most Rainfall in a Day,1980M09,Valentia Observatory,Millimetres,43.4
Most Rainfall in a Day,1980M09,Casement,Millimetres,29.1
Most Rainfall in a Day,1980M09,Claremorris,Millimetres,36.9
Most Rainfall in a Day,1980M09,Clones,Millimetres,13.0
Most Rainfall in a Day,1980M09,Cork airport,Millimetres,34.7
Most Rainfall in a Day,1980M09,Dublin airport,Millimetres,35.4
Most Rainfall in a Day,1980M09,Galway,Millimetres,19.2
Most Rainfall in a Day,1980M09,Kilkenny,Millimetres,17.9
Most Rainfall in a Day,1980M09,Malin head,Millimetres,17.4
Most Rainfall in a Day,1980M09,Mullingar,Millimetres,16.1
Most Rainfall in a Day,1980M09,Roches Point,Millimetres,26.9
Most Rainfall in a Day,1980M09,Rosslare,Millimetres,23.5
Most Rainfall in a Day,1980M09,Shannon airport,Millimetres,20.6
Most Rainfall in a Day,1980M10,Belmullet,Millimetres,20.1
Most Rainfall in a Day,1980M10,Birr,Millimetres,21.3
Most Rainfall in a Day,1980M10,Valentia Observatory,Millimetres,23.9
Most Rainfall in a Day,1980M10,Casement,Millimetres,15.1
Most Rainfall in a Day,1980M10,Claremorris,Millimetres,19.7
Most Rainfall in a Day,1980M10,Clones,Millimetres,35.4
Most Rainfall in a Day,1980M10,Cork airport,Millimetres,23.8
Most Rainfall in a Day,1980M10,Dublin airport,Millimetres,19.5
Most Rainfall in a Day,1980M10,Galway,Millimetres,28.0
Most Rainfall in a Day,1980M10,Kilkenny,Millimetres,32.5
Most Rainfall in a Day,1980M10,Malin head,Millimetres,23.2
Most Rainfall in a Day,1980M10,Mullingar,Millimetres,33.0
Most Rainfall in a Day,1980M10,Roches Point,Millimetres,20.5
Most Rainfall in a Day,1980M10,Rosslare,Millimetres,24.2
Most Rainfall in a Day,1980M10,Shannon airport,Millimetres,20.6
Most Rainfall in a Day,1980M11,Belmullet,Millimetres,40.3
Most Rainfall in a Day,1980M11,Birr,Millimetres,19.1
Most Rainfall in a Day,1980M11,Valentia Observatory,Millimetres,86.6
Most Rainfall in a Day,1980M11,Casement,Millimetres,14.2
Most Rainfall in a Day,1980M11,Claremorris,Millimetres,37.5
Most Rainfall in a Day,1980M11,Clones,Millimetres,12.9
Most Rainfall in a Day,1980M11,Cork airport,Millimetres,29.0
Most Rainfall in a Day,1980M11,Dublin airport,Millimetres,9.3
Most Rainfall in a Day,1980M11,Galway,Millimetres,40.6
Most Rainfall in a Day,1980M11,Kilkenny,Millimetres,15.4
Most Rainfall in a Day,1980M11,Malin head,Millimetres,11.4
Most Rainfall in a Day,1980M11,Mullingar,Millimetres,21.4
Most Rainfall in a Day,1980M11,Roches Point,Millimetres,24.6
Most Rainfall in a Day,1980M11,Rosslare,Millimetres,19.0
Most Rainfall in a Day,1980M11,Shannon airport,Millimetres,25.5
Most Rainfall in a Day,1980M12,Belmullet,Millimetres,22.6
Most Rainfall in a Day,1980M12,Birr,Millimetres,16.4
Most Rainfall in a Day,1980M12,Valentia Observatory,Millimetres,26.3
Most Rainfall in a Day,1980M12,Casement,Millimetres,11.5
Most Rainfall in a Day,1980M12,Claremorris,Millimetres,23.3
Most Rainfall in a Day,1980M12,Clones,Millimetres,17.2
Most Rainfall in a Day,1980M12,Cork airport,Millimetres,27.5
Most Rainfall in a Day,1980M12,Dublin airport,Millimetres,11.4
Most Rainfall in a Day,1980M12,Galway,Millimetres,15.9
Most Rainfall in a Day,1980M12,Kilkenny,Millimetres,16.6
Most Rainfall in a Day,1980M12,Malin head,Millimetres,16.0
Most Rainfall in a Day,1980M12,Mullingar,Millimetres,15.9
Most Rainfall in a Day,1980M12,Roches Point,Millimetres,22.2
Most Rainfall in a Day,1980M12,Rosslare,Millimetres,14.3
Most Rainfall in a Day,1980M12,Shannon airport,Millimetres,20.1
Most Rainfall in a Day,1981M01,Belmullet,Millimetres,18.6
Most Rainfall in a Day,1981M01,Birr,Millimetres,9.7
Most Rainfall in a Day,1981M01,Valentia Observatory,Millimetres,11.1
Most Rainfall in a Day,1981M01,Casement,Millimetres,6.2
Most Rainfall in a Day,1981M01,Claremorris,Millimetres,11.3
Most Rainfall in a Day,1981M01,Clones,Millimetres,9.7
Most Rainfall in a Day,1981M01,Cork airport,Millimetres,8.4
Most Rainfall in a Day,1981M01,Dublin airport,Millimetres,8.1
Most Rainfall in a Day,1981M01,Galway,Millimetres,14.0
Most Rainfall in a Day,1981M01,Kilkenny,Millimetres,9.9
Most Rainfall in a Day,1981M01,Malin head,Millimetres,22.3
Most Rainfall in a Day,1981M01,Mullingar,Millimetres,13.8
Most Rainfall in a Day,1981M01,Roches Point,Millimetres,7.7
Most Rainfall in a Day,1981M01,Rosslare,Millimetres,8.0
Most Rainfall in a Day,1981M01,Shannon airport,Millimetres,14.9
Most Rainfall in a Day,1981M02,Belmullet,Millimetres,23.5
Most Rainfall in a Day,1981M02,Birr,Millimetres,18.5
Most Rainfall in a Day,1981M02,Valentia Observatory,Millimetres,27.2
Most Rainfall in a Day,1981M02,Casement,Millimetres,12.4
Most Rainfall in a Day,1981M02,Claremorris,Millimetres,22.9
Most Rainfall in a Day,1981M02,Clones,Millimetres,18.0
Most Rainfall in a Day,1981M02,Cork airport,Millimetres,18.2
Most Rainfall in a Day,1981M02,Dublin airport,Millimetres,11.9
Most Rainfall in a Day,1981M02,Galway,Millimetres,17.6
Most Rainfall in a Day,1981M02,Kilkenny,Millimetres,19.2
Most Rainfall in a Day,1981M02,Malin head,Millimetres,24.1
Most Rainfall in a Day,1981M02,Mullingar,Millimetres,20.5
Most Rainfall in a Day,1981M02,Roches Point,Millimetres,13.6
Most Rainfall in a Day,1981M02,Rosslare,Millimetres,18.6
Most Rainfall in a Day,1981M02,Shannon airport,Millimetres,22.0
Most Rainfall in a Day,1981M03,Belmullet,Millimetres,21.3
Most Rainfall in a Day,1981M03,Birr,Millimetres,15.0
Most Rainfall in a Day,1981M03,Valentia Observatory,Millimetres,34.6
Most Rainfall in a Day,1981M03,Casement,Millimetres,20.7
Most Rainfall in a Day,1981M03,Claremorris,Millimetres,23.8
Most Rainfall in a Day,1981M03,Clones,Millimetres,17.3
Most Rainfall in a Day,1981M03,Cork airport,Millimetres,29.0
Most Rainfall in a Day,1981M03,Dublin airport,Millimetres,20.0
Most Rainfall in a Day,1981M03,Galway,Millimetres,18.0
Most Rainfall in a Day,1981M03,Kilkenny,Millimetres,17.9
Most Rainfall in a Day,1981M03,Malin head,Millimetres,15.8
Most Rainfall in a Day,1981M03,Mullingar,Millimetres,13.2
Most Rainfall in a Day,1981M03,Roches Point,Millimetres,28.0
Most Rainfall in a Day,1981M03,Rosslare,Millimetres,48.9
Most Rainfall in a Day,1981M03,Shannon airport,Millimetres,16.7
Most Rainfall in a Day,1981M04,Belmullet,Millimetres,14.7
Most Rainfall in a Day,1981M04,Birr,Millimetres,4.3
Most Rainfall in a Day,1981M04,Valentia Observatory,Millimetres,6.2
Most Rainfall in a Day,1981M04,Casement,Millimetres,21.5
Most Rainfall in a Day,1981M04,Claremorris,Millimetres,15.7
Most Rainfall in a Day,1981M04,Clones,Millimetres,11.4
Most Rainfall in a Day,1981M04,Cork airport,Millimetres,17.0
Most Rainfall in a Day,1981M04,Dublin airport,Millimetres,26.2
Most Rainfall in a Day,1981M04,Galway,Millimetres,13.3
Most Rainfall in a Day,1981M04,Kilkenny,Millimetres,8.9
Most Rainfall in a Day,1981M04,Malin head,Millimetres,13.6
Most Rainfall in a Day,1981M04,Mullingar,Millimetres,9.9
Most Rainfall in a Day,1981M04,Roches Point,Millimetres,8.8
Most Rainfall in a Day,1981M04,Rosslare,Millimetres,11.6
Most Rainfall in a Day,1981M04,Shannon airport,Millimetres,3.1
Most Rainfall in a Day,1981M05,Belmullet,Millimetres,18.0
Most Rainfall in a Day,1981M05,Birr,Millimetres,12.9
Most Rainfall in a Day,1981M05,Valentia Observatory,Millimetres,22.5
Most Rainfall in a Day,1981M05,Casement,Millimetres,16.5
Most Rainfall in a Day,1981M05,Claremorris,Millimetres,13.8
Most Rainfall in a Day,1981M05,Clones,Millimetres,26.1
Most Rainfall in a Day,1981M05,Cork airport,Millimetres,30.5
Most Rainfall in a Day,1981M05,Dublin airport,Millimetres,9.4
Most Rainfall in a Day,1981M05,Galway,Millimetres,19.0
Most Rainfall in a Day,1981M05,Kilkenny,Millimetres,17.1
Most Rainfall in a Day,1981M05,Malin head,Millimetres,29.8
Most Rainfall in a Day,1981M05,Mullingar,Millimetres,17.7
Most Rainfall in a Day,1981M05,Roches Point,Millimetres,16.8
Most Rainfall in a Day,1981M05,Rosslare,Millimetres,17.8
Most Rainfall in a Day,1981M05,Shannon airport,Millimetres,18.6
Most Rainfall in a Day,1981M06,Belmullet,Millimetres,16.0
Most Rainfall in a Day,1981M06,Birr,Millimetres,17.9
Most Rainfall in a Day,1981M06,Valentia Observatory,Millimetres,23.4
Most Rainfall in a Day,1981M06,Casement,Millimetres,18.9
Most Rainfall in a Day,1981M06,Claremorris,Millimetres,17.4
Most Rainfall in a Day,1981M06,Clones,Millimetres,22.3
Most Rainfall in a Day,1981M06,Cork airport,Millimetres,15.6
Most Rainfall in a Day,1981M06,Dublin airport,Millimetres,21.9
Most Rainfall in a Day,1981M06,Galway,Millimetres,19.9
Most Rainfall in a Day,1981M06,Kilkenny,Millimetres,8.8
Most Rainfall in a Day,1981M06,Malin head,Millimetres,13.8
Most Rainfall in a Day,1981M06,Mullingar,Millimetres,26.2
Most Rainfall in a Day,1981M06,Roches Point,Millimetres,14.9
Most Rainfall in a Day,1981M06,Rosslare,Millimetres,14.2
Most Rainfall in a Day,1981M06,Shannon airport,Millimetres,13.6
Most Rainfall in a Day,1981M07,Belmullet,Millimetres,17.3
Most Rainfall in a Day,1981M07,Birr,Millimetres,10.7
Most Rainfall in a Day,1981M07,Valentia Observatory,Millimetres,9.8
Most Rainfall in a Day,1981M07,Casement,Millimetres,10.3
Most Rainfall in a Day,1981M07,Claremorris,Millimetres,29.0
